Month,State,Brand,Customers,Value,Age Group,Gender,VIP Band
Mar-20,WA,Grapefruit,50,"233,417",45-54,F,Group D
Mar-20,WA,Grapefruit,"1,243","217,981",45-54,M,Group A
Mar-20,WA,Grapefruit,303,"311,270",45-54,M,Group B
Mar-20,WA,Grapefruit,152,"209,941",45-54,M,Group C
Mar-20,WA,Grapefruit,31,"116,195",45-54,M,Group D
Mar-20,WA,Grapefruit,62,"80,725",55-64,F,Group C
Mar-20,WA,Grapefruit,424,"84,636",55-64,M,Group A
Mar-20,WA,Grapefruit,85,"133,302",55-64,M,Group B
Mar-20,WA,Grapefruit,253,"357,729",55-64,M,Group C
Mar-20,WA,Grapefruit,"7,375","1,025,152",65+,F,Group A
Mar-20,WA,Grapefruit,500,"491,223",65+,F,Group B
Mar-20,WA,Grapefruit,187,"429,560",65+,F,Group C
Mar-20,WA,Grapefruit,"6,518","1,096,462",65+,M,Group A
Mar-20,WA,Grapefruit,930,"750,300",65+,M,Group B
Mar-20,WA,Grapefruit,168,"187,751",65+,M,Group C
Mar-20,WA,Grapefruit,168,"649,584",65+,M,Group D
Mar-20,WA,Grapefruit,168,"58,540",65+,M,Group E
Mar-20,NSW,Apple,864,"134,547",18-24,F,Group A
Mar-20,NSW,Apple,180,"129,824",18-24,F,Group B
Mar-20,NSW,Apple,208,"225,239",18-24,F,Group C
Mar-20,NSW,Apple,118,"269,445",18-24,F,Group D
Mar-20,NSW,Apple,90,"650,363",18-24,F,Group E
Mar-20,NSW,Apple,810,"97,468",18-24,M,Group A
Mar-20,NSW,Apple,336,"194,673",18-24,M,Group B
Mar-20,NSW,Apple,225,"191,077",18-24,M,Group C
Mar-20,NSW,Apple,156,"275,434",18-24,M,Group D
Mar-20,NSW,Apple,90,"346,418",18-24,M,Group E
Mar-20,NSW,Apple,687,"120,626",25-34,F,Group A
Mar-20,NSW,Apple,268,"200,826",25-34,F,Group B
Mar-20,NSW,Apple,149,"221,710",25-34,F,Group C
Mar-20,NSW,Apple,118,"104,218",25-34,F,Group D
Mar-20,NSW,Apple,180,"312,802",25-34,F,Group E
Mar-20,NSW,Apple,"4,001","561,546",25-34,M,Group A
Mar-20,NSW,Apple,"1,215","909,912",25-34,M,Group B
Mar-20,NSW,Apple,"1,056","1,484,604",25-34,M,Group C
Mar-20,NSW,Apple,516,"1,446,696",25-34,M,Group D
Mar-20,NSW,Apple,585,"3,289,630",25-34,M,Group E
Mar-20,NSW,Apple,104,"26,575",35-44,F,Group A
Mar-20,NSW,Apple,211,"104,727",35-44,F,Group B
Mar-20,NSW,Apple,104,"49,653",35-44,F,Group C
Mar-20,NSW,Apple,410,"37,794",35-44,M,Group A
Mar-20,NSW,Apple,272,"183,274",35-44,M,Group B
Mar-20,NSW,Apple,341,"537,417",35-44,M,Group C
Mar-20,NSW,Apple,69,"270,358",35-44,M,Group D
Mar-20,NSW,Apple,69,"144,003",35-44,M,Group E
Mar-20,NSW,Apple,526,"96,684",45-54,F,Group A
Mar-20,NSW,Apple,104,"78,500",45-54,F,Group B
Mar-20,NSW,Apple,104,"35,841",45-54,F,Group C
Mar-20,NSW,Apple,616,"97,444",45-54,M,Group A
Mar-20,NSW,Apple,616,"368,601",45-54,M,Group B
Mar-20,NSW,Apple,206,"100,517",45-54,M,Group C
Mar-20,NSW,Apple,137,"272,522",45-54,M,Group D
Mar-20,NSW,Apple,80,"38,914",55-64,F,Group A
Mar-20,NSW,Apple,530,"108,851",55-64,M,Group A
Mar-20,NSW,Apple,178,"304,902",55-64,M,Group C
Mar-20,NSW,Apple,88,"2,945",55-64,M,Group D
Mar-20,NSW,Apple,88,"62,600",55-64,M,Group E
Mar-20,NSW,Apple,"1,207","110,300",65+,F,Group A
Mar-20,NSW,Apple,241,"263,135",65+,F,Group B
Mar-20,NSW,Apple,161,"203,423",65+,F,Group C
Mar-20,NSW,Apple,322,"313,723",65+,F,Group D
Mar-20,NSW,Apple,161,"167,999",65+,F,Group E
Mar-20,NSW,Apple,"2,299","339,370",65+,M,Group A
Mar-20,NSW,Apple,618,"484,454",65+,M,Group B
Mar-20,NSW,Apple,530,"618,935",65+,M,Group C
Mar-20,NSW,Apple,443,"1,285,300",65+,M,Group D
Mar-20,NSW,Orange,954,"135,492",18-24,F,Group A
Mar-20,NSW,Orange,268,"160,203",18-24,F,Group B
Mar-20,NSW,Orange,208,"174,623",18-24,F,Group C
Mar-20,NSW,Orange,149,"822,650",18-24,F,Group E
Mar-20,NSW,Orange,"1,574","200,630",18-24,M,Group A
Mar-20,NSW,Orange,450,"229,960",18-24,M,Group B
Mar-20,NSW,Orange,201,"245,917",18-24,M,Group C
Mar-20,NSW,Orange,180,"287,721",18-24,M,Group D
Mar-20,NSW,Orange,156,"1,375,824",18-24,M,Group E
Mar-20,NSW,Orange,"1,283","176,861",25-34,F,Group A
Mar-20,NSW,Orange,417,"261,885",25-34,F,Group B
Mar-20,NSW,Orange,149,"167,961",25-34,F,Group C
Mar-20,NSW,Orange,149,"59,866",25-34,F,Group D
Mar-20,NSW,Orange,118,"675,224",25-34,F,Group E
Mar-20,NSW,Orange,"4,337","618,895",25-34,M,Group A
Mar-20,NSW,Orange,"1,529","824,018",25-34,M,Group B
Mar-20,NSW,Orange,"1,574","2,122,189",25-34,M,Group C
Mar-20,NSW,Orange,606,"1,361,588",25-34,M,Group D
Mar-20,NSW,Orange,741,"6,368,926",25-34,M,Group E
Mar-20,NSW,Orange,630,"83,046",35-44,F,Group A
Mar-20,NSW,Orange,211,"100,704",35-44,F,Group B
Mar-20,NSW,Orange,"1,366","160,736",35-44,M,Group A
Mar-20,NSW,Orange,272,"219,816",35-44,M,Group B
Mar-20,NSW,Orange,272,"280,377",35-44,M,Group C
Mar-20,NSW,Orange,341,"1,043,190",35-44,M,Group D
Mar-20,NSW,Orange,272,"1,485,667",35-44,M,Group E
Mar-20,NSW,Orange,630,"76,227",45-54,F,Group A
Mar-20,NSW,Orange,211,"97,906",45-54,F,Group B
Mar-20,NSW,Orange,211,"159,623",45-54,F,Group C
Mar-20,NSW,Orange,104,"169,590",45-54,F,Group D
Mar-20,NSW,Orange,"1,160","162,556",45-54,M,Group A
Mar-20,NSW,Orange,819,"453,521",45-54,M,Group B
Mar-20,NSW,Orange,206,"55,095",45-54,M,Group C
Mar-20,NSW,Orange,478,"645,675",45-54,M,Group D
Mar-20,NSW,Orange,137,"81,961",45-54,M,Group E
Mar-20,NSW,Orange,80,"1,610",55-64,F,Group A
Mar-20,NSW,Orange,"1,061","129,767",55-64,M,Group A
Mar-20,NSW,Orange,265,"192,221",55-64,M,Group B
Mar-20,NSW,Orange,178,"324,050",55-64,M,Group C
Mar-20,NSW,Orange,178,"29,458",55-64,M,Group D
Mar-20,NSW,Orange,265,"486,370",55-64,M,Group E
Mar-20,NSW,Orange,"2,656","285,946",65+,F,Group A
Mar-20,NSW,Orange,563,"333,984",65+,F,Group B
Mar-20,NSW,Orange,161,"34,619",65+,F,Group C
Mar-20,NSW,Orange,241,"314,528",65+,F,Group D
Mar-20,NSW,Orange,402,"456,897",65+,F,Group E
Mar-20,NSW,Orange,"4,330","511,704",65+,M,Group A
Mar-20,NSW,Orange,"1,679","1,117,237",65+,M,Group B
Mar-20,NSW,Orange,708,"715,856",65+,M,Group C
Mar-20,NSW,Orange,353,"253,791",65+,M,Group D
Mar-20,NSW,Orange,88,"3,681",65+,M,Group E
Mar-20,NSW,Pear,656,"77,915",18-24,F,Group A
Mar-20,NSW,Pear,180,"127,587",18-24,F,Group B
Mar-20,NSW,Pear,118,"159,408",18-24,F,Group C
Mar-20,NSW,Pear,90,"232,202",18-24,F,Group D
Mar-20,NSW,Pear,"1,080","177,142",18-24,M,Group A
Mar-20,NSW,Pear,381,"206,622",18-24,M,Group B
Mar-20,NSW,Pear,450,"530,752",18-24,M,Group C
Mar-20,NSW,Pear,201,"395,341",18-24,M,Group D
Mar-20,NSW,Pear,111,"437,143",18-24,M,Group E
Mar-20,NSW,Pear,"1,103","142,753",25-34,F,Group A
Mar-20,NSW,Pear,268,"140,366",25-34,F,Group B
Mar-20,NSW,Pear,180,"150,508",25-34,F,Group C
Mar-20,NSW,Pear,90,"114,708",25-34,F,Group D
Mar-20,NSW,Pear,208,"1,455,562",25-34,F,Group E
Mar-20,NSW,Pear,"3,438","525,058",25-34,M,Group A
Mar-20,NSW,Pear,"1,529","927,592",25-34,M,Group B
Mar-20,NSW,Pear,"1,146","1,381,331",25-34,M,Group C
Mar-20,NSW,Pear,765,"1,854,284",25-34,M,Group D
Mar-20,NSW,Pear,696,"5,783,223",25-34,M,Group E
Mar-20,NSW,Pear,526,"78,675",35-44,F,Group A
Mar-20,NSW,Pear,211,"80,250",35-44,F,Group B
Mar-20,NSW,Pear,104,"55,948",35-44,F,Group C
Mar-20,NSW,Pear,547,"107,916",35-44,M,Group A
Mar-20,NSW,Pear,547,"334,677",35-44,M,Group B
Mar-20,NSW,Pear,206,"201,830",35-44,M,Group C
Mar-20,NSW,Pear,341,"616,078",35-44,M,Group D
Mar-20,NSW,Pear,547,"7,349,563",35-44,M,Group E
Mar-20,NSW,Pear,315,"39,513",45-54,F,Group A
Mar-20,NSW,Pear,315,"322,568",45-54,F,Group B
Mar-20,NSW,Pear,104,"671,537",45-54,F,Group D
Mar-20,NSW,Pear,"1,572","239,283",45-54,M,Group A
Mar-20,NSW,Pear,684,"355,849",45-54,M,Group B
Mar-20,NSW,Pear,272,"233,705",45-54,M,Group C
Mar-20,NSW,Pear,410,"824,397",45-54,M,Group D
Mar-20,NSW,Pear,272,"4,661,678",45-54,M,Group E
Mar-20,NSW,Pear,80,"6,709",55-64,F,Group A
Mar-20,NSW,Pear,"1,503","253,938",55-64,M,Group A
Mar-20,NSW,Pear,353,"209,896",55-64,M,Group B
Mar-20,NSW,Pear,353,"910,728",55-64,M,Group D
Mar-20,NSW,Pear,88,"214,903",55-64,M,Group E
Mar-20,NSW,Pear,"2,737","408,859",65+,F,Group A
Mar-20,NSW,Pear,563,"310,903",65+,F,Group B
Mar-20,NSW,Pear,241,"397,185",65+,F,Group C
Mar-20,NSW,Pear,322,"143,577",65+,F,Group D
Mar-20,NSW,Pear,402,"1,414,300",65+,F,Group E
Mar-20,NSW,Pear,"4,330","717,033",65+,M,Group A
Mar-20,NSW,Pear,883,"541,311",65+,M,Group B
Mar-20,NSW,Pear,530,"882,889",65+,M,Group C
Mar-20,NSW,Pear,443,"890,252",65+,M,Group D
Mar-20,NSW,Pear,353,"1,374,706",65+,M,Group E
Mar-20,NSW,Banana,329,"59,518",18-24,F,Group A
Mar-20,NSW,Banana,208,"54,994",18-24,F,Group B
Mar-20,NSW,Banana,59,"60,413",18-24,F,Group C
Mar-20,NSW,Banana,90,"244,283",18-24,F,Group D
Mar-20,NSW,Banana,31,"117,343",18-24,F,Group E
Mar-20,NSW,Banana,606,"59,859",18-24,M,Group A
Mar-20,NSW,Banana,315,"103,685",18-24,M,Group B
Mar-20,NSW,Banana,180,"204,562",18-24,M,Group C
Mar-20,NSW,Banana,201,"325,892",18-24,M,Group D
Mar-20,NSW,Banana,111,"1,181,674",18-24,M,Group E
Mar-20,NSW,Banana,537,"71,301",25-34,F,Group A
Mar-20,NSW,Banana,149,"21,878",25-34,F,Group B
Mar-20,NSW,Banana,149,"118,188",25-34,F,Group C
Mar-20,NSW,Banana,90,"34,160",25-34,F,Group D
Mar-20,NSW,Banana,90,"210,374",25-34,F,Group E
Mar-20,NSW,Banana,"2,022","281,841",25-34,M,Group A
Mar-20,NSW,Banana,966,"375,561",25-34,M,Group B
Mar-20,NSW,Banana,720,"788,845",25-34,M,Group C
Mar-20,NSW,Banana,741,"1,308,548",25-34,M,Group D
Mar-20,NSW,Banana,630,"4,604,693",25-34,M,Group E
Mar-20,NSW,Banana,211,"26,224",35-44,F,Group A
Mar-20,NSW,Banana,104,"40,211",35-44,F,Group B
Mar-20,NSW,Banana,341,"25,613",35-44,M,Group A
Mar-20,NSW,Banana,272,"103,704",35-44,M,Group B
Mar-20,NSW,Banana,206,"82,873",35-44,M,Group C
Mar-20,NSW,Banana,206,"525,920",35-44,M,Group D
Mar-20,NSW,Banana,206,"4,087,947",35-44,M,Group E
Mar-20,NSW,Banana,315,"19,231",45-54,F,Group A
Mar-20,NSW,Banana,104,"1,747",45-54,F,Group B
Mar-20,NSW,Banana,104,"47,380",45-54,F,Group C
Mar-20,NSW,Banana,104,"5,769",45-54,F,Group D
Mar-20,NSW,Banana,410,"56,805",45-54,M,Group A
Mar-20,NSW,Banana,272,"50,656",45-54,M,Group B
Mar-20,NSW,Banana,206,"315,667",45-54,M,Group C
Mar-20,NSW,Banana,137,"314,414",45-54,M,Group D
Mar-20,NSW,Banana,206,"2,464,540",45-54,M,Group E
Mar-20,NSW,Banana,80,"6,709",55-64,F,Group A
Mar-20,NSW,Banana,265,"40,507",55-64,M,Group A
Mar-20,NSW,Banana,178,"127,116",55-64,M,Group B
Mar-20,NSW,Banana,265,"725,724",55-64,M,Group D
Mar-20,NSW,Banana,88,"554,716",55-64,M,Group E
Mar-20,NSW,Banana,"1,207","323,250",65+,F,Group A
Mar-20,NSW,Banana,402,"208,655",65+,F,Group B
Mar-20,NSW,Banana,241,"202,216",65+,F,Group C
Mar-20,NSW,Banana,322,"90,172",65+,F,Group D
Mar-20,NSW,Banana,241,"2,231,078",65+,F,Group E
Mar-20,NSW,Banana,"1,679","264,101",65+,M,Group A
Mar-20,NSW,Banana,618,"323,314",65+,M,Group B
Mar-20,NSW,Banana,618,"141,699",65+,M,Group C
Mar-20,NSW,Banana,443,"614,958",65+,M,Group D
Mar-20,NSW,Banana,353,"6,586,460",65+,M,Group E
Mar-20,NSW,Strawberry,90,"12,929",18-24,F,Group A
Mar-20,NSW,Strawberry,118,"28,440",18-24,F,Group B
Mar-20,NSW,Strawberry,59,"13,674",18-24,F,Group C
Mar-20,NSW,Strawberry,31,"497,220",18-24,F,Group E
Mar-20,NSW,Strawberry,246,"24,835",18-24,M,Group A
Mar-20,NSW,Strawberry,180,"104,211",18-24,M,Group B
Mar-20,NSW,Strawberry,111,"170,064",18-24,M,Group C
Mar-20,NSW,Strawberry,45,"66,376",18-24,M,Group E
Mar-20,NSW,Strawberry,208,"21,579",25-34,F,Group A
Mar-20,NSW,Strawberry,31,"42,562",25-34,F,Group B
Mar-20,NSW,Strawberry,59,"37,441",25-34,F,Group C
Mar-20,NSW,Strawberry,90,"131,017",25-34,F,Group D
Mar-20,NSW,Strawberry,149,"4,413,472",25-34,F,Group E
Mar-20,NSW,Strawberry,561,"78,064",25-34,M,Group A
Mar-20,NSW,Strawberry,630,"317,501",25-34,M,Group B
Mar-20,NSW,Strawberry,405,"396,238",25-34,M,Group C
Mar-20,NSW,Strawberry,516,"771,913",25-34,M,Group D
Mar-20,NSW,Strawberry,246,"1,504,682",25-34,M,Group E
Mar-20,NSW,Strawberry,104,"20,980",35-44,F,Group B
Mar-20,NSW,Strawberry,272,"56,348",35-44,M,Group A
Mar-20,NSW,Strawberry,137,"39,387",35-44,M,Group B
Mar-20,NSW,Strawberry,206,"228,582",35-44,M,Group C
Mar-20,NSW,Strawberry,69,"30,393",35-44,M,Group D
Mar-20,NSW,Strawberry,69,"1,139,038",35-44,M,Group E
Mar-20,NSW,Strawberry,211,"9,617",45-54,F,Group A
Mar-20,NSW,Strawberry,206,"27,320",45-54,M,Group A
Mar-20,NSW,Strawberry,137,"39,046",45-54,M,Group B
Mar-20,NSW,Strawberry,69,"113,837",45-54,M,Group C
Mar-20,NSW,Strawberry,206,"196,937",45-54,M,Group D
Mar-20,NSW,Strawberry,137,"775,788",45-54,M,Group E
Mar-20,NSW,Strawberry,178,"25,924",55-64,M,Group A
Mar-20,NSW,Strawberry,88,"11,047",55-64,M,Group B
Mar-20,NSW,Strawberry,88,"147,296",55-64,M,Group C
Mar-20,NSW,Strawberry,88,"601,702",55-64,M,Group E
Mar-20,NSW,Strawberry,241,"76,485",65+,F,Group A
Mar-20,NSW,Strawberry,161,"206,376",65+,F,Group B
Mar-20,NSW,Strawberry,322,"311,978",65+,F,Group D
Mar-20,NSW,Strawberry,241,"399,735",65+,F,Group E
Mar-20,NSW,Strawberry,530,"80,276",65+,M,Group A
Mar-20,NSW,Strawberry,708,"296,800",65+,M,Group B
Mar-20,NSW,Strawberry,88,"99,866",65+,M,Group C
Mar-20,NSW,Strawberry,88,"2,948,558",65+,M,Group E
Mar-20,NSW,Melon,"6,503","815,888",18-24,F,Group A
Mar-20,NSW,Melon,836,"587,266",18-24,F,Group B
Mar-20,NSW,Melon,537,"759,204",18-24,F,Group C
Mar-20,NSW,Melon,180,"488,768",18-24,F,Group D
Mar-20,NSW,Melon,149,"2,177,822",18-24,F,Group E
Mar-20,NSW,Melon,"8,002","1,074,729",18-24,M,Group A
Mar-20,NSW,Melon,"1,484","1,125,449",18-24,M,Group B
Mar-20,NSW,Melon,741,"1,053,978",18-24,M,Group C
Mar-20,NSW,Melon,471,"1,590,161",18-24,M,Group D
Mar-20,NSW,Melon,360,"2,297,871",18-24,M,Group E
Mar-20,NSW,Melon,"9,905","1,422,695",25-34,F,Group A
Mar-20,NSW,Melon,"1,013","876,599",25-34,F,Group B
Mar-20,NSW,Melon,537,"812,209",25-34,F,Group C
Mar-20,NSW,Melon,417,"1,024,522",25-34,F,Group D
Mar-20,NSW,Melon,149,"1,394,503",25-34,F,Group E
Mar-20,NSW,Melon,"27,105","4,064,239",25-34,M,Group A
Mar-20,NSW,Melon,"4,652","3,961,452",25-34,M,Group B
Mar-20,NSW,Melon,"2,921","4,351,435",25-34,M,Group C
Mar-20,NSW,Melon,"1,416","4,294,723",25-34,M,Group D
Mar-20,NSW,Melon,"1,259","15,580,378",25-34,M,Group E
Mar-20,NSW,Melon,"1,993","390,580",35-44,F,Group A
Mar-20,NSW,Melon,315,"188,821",35-44,F,Group B
Mar-20,NSW,Melon,211,"352,291",35-44,F,Group C
Mar-20,NSW,Melon,"5,258","813,696",35-44,M,Group A
Mar-20,NSW,Melon,750,"405,938",35-44,M,Group B
Mar-20,NSW,Melon,547,"1,204,266",35-44,M,Group C
Mar-20,NSW,Melon,410,"1,183,890",35-44,M,Group D
Mar-20,NSW,Melon,272,"3,537,439",35-44,M,Group E
Mar-20,NSW,Melon,"3,146","498,626",45-54,F,Group A
Mar-20,NSW,Melon,630,"511,739",45-54,F,Group B
Mar-20,NSW,Melon,211,"498,453",45-54,F,Group C
Mar-20,NSW,Melon,211,"918,579",45-54,F,Group D
Mar-20,NSW,Melon,"6,967","1,009,948",45-54,M,Group A
Mar-20,NSW,Melon,"1,503","1,273,593",45-54,M,Group B
Mar-20,NSW,Melon,547,"958,724",45-54,M,Group C
Mar-20,NSW,Melon,410,"798,556",45-54,M,Group D
Mar-20,NSW,Melon,272,"801,856",45-54,M,Group E
Mar-20,NSW,Melon,805,"61,457",55-64,F,Group A
Mar-20,NSW,Melon,80,"87,622",55-64,F,Group B
Mar-20,NSW,Melon,"5,743","746,347",55-64,M,Group A
Mar-20,NSW,Melon,708,"592,128",55-64,M,Group B
Mar-20,NSW,Melon,353,"822,938",55-64,M,Group C
Mar-20,NSW,Melon,353,"6,893,864",55-64,M,Group E
Mar-20,NSW,Melon,"17,472","2,104,810",65+,F,Group A
Mar-20,NSW,Melon,"2,254","1,891,190",65+,F,Group B
Mar-20,NSW,Melon,"1,207","2,488,309",65+,F,Group C
Mar-20,NSW,Melon,644,"2,022,958",65+,F,Group D
Mar-20,NSW,Melon,322,"4,325,154",65+,F,Group E
Mar-20,NSW,Melon,"19,619","2,781,525",65+,M,Group A
Mar-20,NSW,Melon,"2,917","1,930,748",65+,M,Group B
Mar-20,NSW,Melon,"2,034","3,486,186",65+,M,Group C
Mar-20,NSW,Melon,"1,238","3,472,047",65+,M,Group D
Mar-20,NSW,Melon,443,"5,857,938",65+,M,Group E
Mar-20,NSW,Blueberry,"2,955","428,902",18-24,F,Group A
Mar-20,NSW,Blueberry,715,"521,384",18-24,F,Group B
Mar-20,NSW,Blueberry,329,"590,597",18-24,F,Group C
Mar-20,NSW,Blueberry,31,398,18-24,F,Group D
Mar-20,NSW,Blueberry,149,"1,259,658",18-24,F,Group E
Mar-20,NSW,Blueberry,"2,157","406,016",18-24,M,Group A
Mar-20,NSW,Blueberry,"1,011","712,653",18-24,M,Group B
Mar-20,NSW,Blueberry,561,"710,030",18-24,M,Group C
Mar-20,NSW,Blueberry,291,"712,878",18-24,M,Group D
Mar-20,NSW,Blueberry,156,"997,678",18-24,M,Group E
Mar-20,NSW,Blueberry,"4,981","734,393",25-34,F,Group A
Mar-20,NSW,Blueberry,627,"590,199",25-34,F,Group B
Mar-20,NSW,Blueberry,417,"580,653",25-34,F,Group C
Mar-20,NSW,Blueberry,268,"1,082,149",25-34,F,Group D
Mar-20,NSW,Blueberry,239,"2,094,438",25-34,F,Group E
Mar-20,NSW,Blueberry,"11,508","1,802,067",25-34,M,Group A
Mar-20,NSW,Blueberry,"3,236","2,409,274",25-34,M,Group B
Mar-20,NSW,Blueberry,"1,776","2,469,282",25-34,M,Group C
Mar-20,NSW,Blueberry,"1,170","3,478,683",25-34,M,Group D
Mar-20,NSW,Blueberry,"1,056","13,568,093",25-34,M,Group E
Mar-20,NSW,Blueberry,"2,517","485,863",35-44,F,Group A
Mar-20,NSW,Blueberry,315,"171,512",35-44,F,Group B
Mar-20,NSW,Blueberry,104,"926,621",35-44,F,Group E
Mar-20,NSW,Blueberry,"3,551","676,069",35-44,M,Group A
Mar-20,NSW,Blueberry,956,"675,728",35-44,M,Group B
Mar-20,NSW,Blueberry,478,"457,162",35-44,M,Group C
Mar-20,NSW,Blueberry,684,"1,908,453",35-44,M,Group D
Mar-20,NSW,Blueberry,272,"2,141,588",35-44,M,Group E
Mar-20,NSW,Blueberry,"2,831","648,985",45-54,F,Group A
Mar-20,NSW,Blueberry,630,"474,499",45-54,F,Group B
Mar-20,NSW,Blueberry,104,"297,217",45-54,F,Group C
Mar-20,NSW,Blueberry,"3,210","585,000",45-54,M,Group A
Mar-20,NSW,Blueberry,"1,229","1,012,908",45-54,M,Group B
Mar-20,NSW,Blueberry,410,"714,888",45-54,M,Group C
Mar-20,NSW,Blueberry,684,"2,025,133",45-54,M,Group D
Mar-20,NSW,Blueberry,341,"2,841,107",45-54,M,Group E
Mar-20,NSW,Blueberry,161,"17,443",55-64,F,Group A
Mar-20,NSW,Blueberry,"2,829","453,817",55-64,M,Group A
Mar-20,NSW,Blueberry,618,"409,629",55-64,M,Group B
Mar-20,NSW,Blueberry,265,"538,806",55-64,M,Group D
Mar-20,NSW,Blueberry,"12,076","1,960,429",65+,F,Group A
Mar-20,NSW,Blueberry,"1,368","1,206,314",65+,F,Group B
Mar-20,NSW,Blueberry,"1,046","1,998,000",65+,F,Group C
Mar-20,NSW,Blueberry,402,"148,139",65+,F,Group D
Mar-20,NSW,Blueberry,161,"2,747,417",65+,F,Group E
Mar-20,NSW,Blueberry,"12,462","1,976,998",65+,M,Group A
Mar-20,NSW,Blueberry,"3,094","2,597,849",65+,M,Group B
Mar-20,NSW,Blueberry,"1,413","2,464,398",65+,M,Group C
Mar-20,NSW,Blueberry,973,"3,272,315",65+,M,Group D
Mar-20,NSW,Blueberry,530,"2,363,059",65+,M,Group E
Mar-20,NSW,Grapefruit,208,"27,595",18-24,F,Group A
Mar-20,NSW,Grapefruit,31,994,18-24,F,Group B
Mar-20,NSW,Grapefruit,291,"40,943",18-24,M,Group A
Mar-20,NSW,Grapefruit,45,"34,349",18-24,M,Group B
Mar-20,NSW,Grapefruit,66,"153,955",18-24,M,Group C
Mar-20,NSW,Grapefruit,21,"23,225",18-24,M,Group D
Mar-20,NSW,Grapefruit,21,"3,745",18-24,M,Group E
Mar-20,NSW,Grapefruit,180,"37,590",25-34,F,Group A
Mar-20,NSW,Grapefruit,59,"24,861",25-34,F,Group B
Mar-20,NSW,Grapefruit,156,"16,406",25-34,M,Group A
Mar-20,NSW,Grapefruit,90,"50,119",25-34,M,Group B
Mar-20,NSW,Grapefruit,66,"140,620",25-34,M,Group C
Mar-20,NSW,Grapefruit,21,"45,737",25-34,M,Group D
Mar-20,NSW,Grapefruit,66,"111,178",25-34,M,Group E
Mar-20,NSW,Grapefruit,211,"242,145",35-44,F,Group B
Mar-20,NSW,Grapefruit,104,"33,218",35-44,F,Group C
Mar-20,NSW,Grapefruit,69,"28,459",35-44,M,Group A
Mar-20,NSW,Grapefruit,104,"90,913",45-54,F,Group B
Mar-20,NSW,Grapefruit,69,"159,370",45-54,M,Group C
Mar-20,NSW,Grapefruit,724,"90,439",65+,F,Group A
Mar-20,NSW,Grapefruit,402,"323,517",65+,F,Group B
Mar-20,NSW,Grapefruit,161,"406,444",65+,F,Group D
Mar-20,NSW,Grapefruit,80,"93,929",65+,F,Group E
Mar-20,NSW,Grapefruit,883,"99,719",65+,M,Group A
Mar-20,NSW,Grapefruit,265,"102,371",65+,M,Group B
Mar-20,NSW,Grapefruit,88,"166,444",65+,M,Group C
Mar-20,NSW,Grapefruit,88,"147,296",65+,M,Group E
Apr-20,SA,Apple,31,"14,020",18-24,F,Group B
Apr-20,SA,Apple,31,"68,367",18-24,F,Group C
Apr-20,SA,Apple,31,"163,806",18-24,F,Group D
Apr-20,SA,Apple,31,"101,812",18-24,F,Group E
Apr-20,SA,Apple,50,"4,354",18-24,M,Group A
Apr-20,SA,Apple,123,"46,788",18-24,M,Group B
Apr-20,SA,Apple,50,"138,617",18-24,M,Group D
Apr-20,SA,Apple,62,"2,038",25-34,F,Group A
Apr-20,SA,Apple,62,"46,802",25-34,F,Group B
Apr-20,SA,Apple,31,"2,550",25-34,F,Group D
Apr-20,SA,Apple,220,"15,502",25-34,M,Group A
Apr-20,SA,Apple,147,"119,495",25-34,M,Group B
Apr-20,SA,Apple,220,"248,429",25-34,M,Group C
Apr-20,SA,Apple,73,"57,489",25-34,M,Group D
Apr-20,SA,Apple,97,"351,323",25-34,M,Group E
Apr-20,SA,Apple,43,"69,842",35-44,F,Group B
Apr-20,SA,Apple,412,"76,135",35-44,M,Group A
Apr-20,SA,Apple,189,"141,235",35-44,M,Group B
Apr-20,SA,Apple,95,"127,982",35-44,M,Group C
Apr-20,SA,Apple,213,"44,432",45-54,F,Group A
Apr-20,SA,Apple,43,"2,128",45-54,F,Group B
Apr-20,SA,Apple,85,"153,169",45-54,F,Group C
Apr-20,SA,Apple,31,"1,056",45-54,M,Group A
Apr-20,SA,Apple,31,528,45-54,M,Group B
Apr-20,SA,Apple,31,"7,391",45-54,M,Group C
Apr-20,SA,Apple,71,"169,659",55-64,F,Group D
Apr-20,SA,Apple,114,"32,299",55-64,M,Group A
Apr-20,SA,Apple,170,"93,289",55-64,M,Group B
Apr-20,SA,Apple,57,"9,501",55-64,M,Group C
Apr-20,SA,Apple,57,"475,373",55-64,M,Group E
Apr-20,SA,Apple,211,"18,722",65+,F,Group A
Apr-20,SA,Apple,140,"153,745",65+,F,Group B
Apr-20,SA,Apple,71,"5,850",65+,F,Group C
Apr-20,SA,Apple,57,"23,750",65+,M,Group A
Apr-20,SA,Apple,57,"46,644",65+,M,Group C
Apr-20,SA,Apple,114,"199,496",65+,M,Group D
Apr-20,SA,Apple,57,"16,151",65+,M,Group E
Apr-20,SA,Orange,398,"50,012",18-24,F,Group A
Apr-20,SA,Orange,31,"32,730",18-24,F,Group B
Apr-20,SA,Orange,31,"63,064",18-24,F,Group C
Apr-20,SA,Orange,317,"42,070",18-24,M,Group A
Apr-20,SA,Orange,147,"120,797",18-24,M,Group B
Apr-20,SA,Orange,147,"236,385",18-24,M,Group C
Apr-20,SA,Orange,50,"82,714",18-24,M,Group D
Apr-20,SA,Orange,50,"218,035",18-24,M,Group E
