,months,year,state,brand,customers,value,age_group,gender,vip_band
21313,Apr,20,NSW,Pear,253,317464,65+,F,Group D
21314,Apr,20,NSW,Pear,168,1489561,65+,F,Group E
21315,Apr,20,NSW,Pear,2562,408781,65+,M,Group A
21316,Apr,20,NSW,Pear,1463,910724,65+,M,Group B
21317,Apr,20,NSW,Pear,1098,1397874,65+,M,Group C
21318,Apr,20,NSW,Pear,824,1836388,65+,M,Group D
21319,Apr,20,NSW,Pear,732,6222282,65+,M,Group E
21320,Apr,20,NSW,Banana,185,9477,18-24,F,Group A
21321,Apr,20,NSW,Banana,123,33301,18-24,F,Group B
21322,Apr,20,NSW,Banana,154,160864,18-24,F,Group C
21323,Apr,20,NSW,Banana,31,5123,18-24,F,Group D
21324,Apr,20,NSW,Banana,154,2447991,18-24,F,Group E
21325,Apr,20,NSW,Banana,469,83256,18-24,M,Group A
21326,Apr,20,NSW,Banana,282,141943,18-24,M,Group B
21327,Apr,20,NSW,Banana,258,200748,18-24,M,Group C
21328,Apr,20,NSW,Banana,211,464516,18-24,M,Group D
21329,Apr,20,NSW,Banana,187,722083,18-24,M,Group E
21330,Apr,20,NSW,Banana,523,71978,25-34,F,Group A
21331,Apr,20,NSW,Banana,92,55789,25-34,F,Group B
21332,Apr,20,NSW,Banana,185,235763,25-34,F,Group C
21333,Apr,20,NSW,Banana,123,212709,25-34,F,Group D
21334,Apr,20,NSW,Banana,92,632183,25-34,F,Group E
21335,Apr,20,NSW,Banana,1193,221769,25-34,M,Group A
21336,Apr,20,NSW,Banana,890,504526,25-34,M,Group B
21337,Apr,20,NSW,Banana,772,829006,25-34,M,Group C
21338,Apr,20,NSW,Banana,656,1570197,25-34,M,Group D
21339,Apr,20,NSW,Banana,911,6118410,25-34,M,Group E
21340,Apr,20,NSW,Banana,213,61483,35-44,M,Group A
21341,Apr,20,NSW,Banana,71,23786,35-44,M,Group B
21342,Apr,20,NSW,Banana,142,59461,35-44,M,Group C
21343,Apr,20,NSW,Banana,357,2998417,35-44,M,Group E
21344,Apr,20,NSW,Banana,324,14439,45-54,F,Group A
21345,Apr,20,NSW,Banana,500,183141,45-54,M,Group A
21346,Apr,20,NSW,Banana,213,56963,45-54,M,Group B
21347,Apr,20,NSW,Banana,429,361172,45-54,M,Group C
21348,Apr,20,NSW,Banana,142,187303,45-54,M,Group D
21349,Apr,20,NSW,Banana,286,5171507,45-54,M,Group E
21350,Apr,20,NSW,Banana,182,144393,55-64,M,Group B
21351,Apr,20,NSW,Banana,92,264542,55-64,M,Group C
21352,Apr,20,NSW,Banana,92,39643,55-64,M,Group D
21353,Apr,20,NSW,Banana,760,146988,65+,F,Group A
21354,Apr,20,NSW,Banana,843,433786,65+,F,Group B
21355,Apr,20,NSW,Banana,339,259513,65+,F,Group C
21356,Apr,20,NSW,Banana,168,725511,65+,F,Group D
21357,Apr,20,NSW,Banana,85,2519031,65+,F,Group E
21358,Apr,20,NSW,Banana,1098,139360,65+,M,Group A
21359,Apr,20,NSW,Banana,639,348401,65+,M,Group B
21360,Apr,20,NSW,Banana,639,499807,65+,M,Group C
21361,Apr,20,NSW,Banana,275,138598,65+,M,Group D
21362,Apr,20,NSW,Banana,732,5305765,65+,M,Group E
21363,Apr,20,NSW,Strawberry,123,18341,18-24,F,Group A
21364,Apr,20,NSW,Strawberry,123,83865,18-24,F,Group C
21365,Apr,20,NSW,Strawberry,62,13833,18-24,F,Group D
21366,Apr,20,NSW,Strawberry,140,12907,18-24,M,Group A
21367,Apr,20,NSW,Strawberry,95,92342,18-24,M,Group B
21368,Apr,20,NSW,Strawberry,95,59624,18-24,M,Group C
21369,Apr,20,NSW,Strawberry,95,36930,18-24,M,Group D
21370,Apr,20,NSW,Strawberry,71,371082,18-24,M,Group E
21371,Apr,20,NSW,Strawberry,277,62245,25-34,F,Group A
21372,Apr,20,NSW,Strawberry,62,15317,25-34,F,Group B
21373,Apr,20,NSW,Strawberry,92,177000,25-34,F,Group D
21374,Apr,20,NSW,Strawberry,92,488789,25-34,F,Group E
21375,Apr,20,NSW,Strawberry,561,85986,25-34,M,Group A
21376,Apr,20,NSW,Strawberry,492,296055,25-34,M,Group B
21377,Apr,20,NSW,Strawberry,537,340198,25-34,M,Group C
21378,Apr,20,NSW,Strawberry,537,1092461,25-34,M,Group D
21379,Apr,20,NSW,Strawberry,469,3159891,25-34,M,Group E
21380,Apr,20,NSW,Strawberry,109,9025,35-44,F,Group A
21381,Apr,20,NSW,Strawberry,109,14439,35-44,F,Group C
21382,Apr,20,NSW,Strawberry,286,66360,35-44,M,Group A
21383,Apr,20,NSW,Strawberry,571,310510,35-44,M,Group B
21384,Apr,20,NSW,Strawberry,142,41743,35-44,M,Group C
21385,Apr,20,NSW,Strawberry,71,215251,35-44,M,Group D
21386,Apr,20,NSW,Strawberry,71,118924,35-44,M,Group E
21387,Apr,20,NSW,Strawberry,215,12453,45-54,F,Group A
21388,Apr,20,NSW,Strawberry,286,42931,45-54,M,Group A
21389,Apr,20,NSW,Strawberry,357,97518,45-54,M,Group B
21390,Apr,20,NSW,Strawberry,213,386025,45-54,M,Group C
21391,Apr,20,NSW,Strawberry,213,691777,45-54,M,Group E
21392,Apr,20,NSW,Strawberry,85,4079,55-64,F,Group A
21393,Apr,20,NSW,Strawberry,92,2898,55-64,M,Group A
21394,Apr,20,NSW,Strawberry,92,1525,55-64,M,Group B
21395,Apr,20,NSW,Strawberry,92,83860,55-64,M,Group C
21396,Apr,20,NSW,Strawberry,182,227491,55-64,M,Group D
21397,Apr,20,NSW,Strawberry,92,26224,55-64,M,Group E
21398,Apr,20,NSW,Strawberry,592,172445,65+,F,Group A
21399,Apr,20,NSW,Strawberry,253,59639,65+,F,Group B
21400,Apr,20,NSW,Strawberry,339,493285,65+,F,Group C
21401,Apr,20,NSW,Strawberry,168,1110489,65+,F,Group E
21402,Apr,20,NSW,Strawberry,549,81573,65+,M,Group A
21403,Apr,20,NSW,Strawberry,182,19823,65+,M,Group C
21404,Apr,20,NSW,Strawberry,275,410457,65+,M,Group D
21405,Apr,20,NSW,Strawberry,92,2049547,65+,M,Group E
21406,Apr,20,NSW,Melon,4825,686128,18-24,F,Group A
21407,Apr,20,NSW,Melon,708,522703,18-24,F,Group B
21408,Apr,20,NSW,Melon,646,699346,18-24,F,Group C
21409,Apr,20,NSW,Melon,246,870659,18-24,F,Group D
21410,Apr,20,NSW,Melon,277,2973305,18-24,F,Group E
21411,Apr,20,NSW,Melon,5895,891360,18-24,M,Group A
21412,Apr,20,NSW,Melon,1451,1074094,18-24,M,Group B
21413,Apr,20,NSW,Melon,911,1719900,18-24,M,Group C
21414,Apr,20,NSW,Melon,514,1397953,18-24,M,Group D
21415,Apr,20,NSW,Melon,303,3234490,18-24,M,Group E
21416,Apr,20,NSW,Melon,8054,1274918,25-34,F,Group A
21417,Apr,20,NSW,Melon,1536,1466007,25-34,F,Group B
21418,Apr,20,NSW,Melon,923,1466928,25-34,F,Group C
21419,Apr,20,NSW,Melon,339,965691,25-34,F,Group D
21420,Apr,20,NSW,Melon,123,1710631,25-34,F,Group E
21421,Apr,20,NSW,Melon,17571,2911567,25-34,M,Group A
21422,Apr,20,NSW,Melon,4796,4111307,25-34,M,Group B
21423,Apr,20,NSW,Melon,3277,5882136,25-34,M,Group C
21424,Apr,20,NSW,Melon,1965,5968706,25-34,M,Group D
21425,Apr,20,NSW,Melon,1357,12496801,25-34,M,Group E
21426,Apr,20,NSW,Melon,2708,484423,35-44,F,Group A
21427,Apr,20,NSW,Melon,542,580623,35-44,F,Group B
21428,Apr,20,NSW,Melon,433,484606,35-44,F,Group C
21429,Apr,20,NSW,Melon,215,161896,35-44,F,Group D
21430,Apr,20,NSW,Melon,3854,799522,35-44,M,Group A
21431,Apr,20,NSW,Melon,1286,847567,35-44,M,Group B
21432,Apr,20,NSW,Melon,642,1126680,35-44,M,Group C
21433,Apr,20,NSW,Melon,429,1686929,35-44,M,Group D
21434,Apr,20,NSW,Melon,713,3520374,35-44,M,Group E
21435,Apr,20,NSW,Melon,4332,806773,45-54,F,Group A
21436,Apr,20,NSW,Melon,542,562213,45-54,F,Group B
21437,Apr,20,NSW,Melon,109,239144,45-54,F,Group C
21438,Apr,20,NSW,Melon,215,488396,45-54,F,Group D
21439,Apr,20,NSW,Melon,4924,1059014,45-54,M,Group A
21440,Apr,20,NSW,Melon,1499,1044743,45-54,M,Group B
21441,Apr,20,NSW,Melon,1070,1622236,45-54,M,Group C
21442,Apr,20,NSW,Melon,286,923202,45-54,M,Group D
21443,Apr,20,NSW,Melon,429,3160036,45-54,M,Group E
21444,Apr,20,NSW,Melon,421,74549,55-64,F,Group A
21445,Apr,20,NSW,Melon,4482,676677,55-64,M,Group A
21446,Apr,20,NSW,Melon,639,386825,55-64,M,Group B
21447,Apr,20,NSW,Melon,457,951891,55-64,M,Group C
21448,Apr,20,NSW,Melon,732,2422799,55-64,M,Group D
21449,Apr,20,NSW,Melon,182,1385526,55-64,M,Group E
21450,Apr,20,NSW,Melon,13333,2309592,65+,F,Group A
21451,Apr,20,NSW,Melon,3291,2400315,65+,F,Group B
21452,Apr,20,NSW,Melon,1688,3535422,65+,F,Group C
21453,Apr,20,NSW,Melon,1013,5106844,65+,F,Group D
21454,Apr,20,NSW,Melon,421,995010,65+,F,Group E
21455,Apr,20,NSW,Melon,14546,2221840,65+,M,Group A
21456,Apr,20,NSW,Melon,3660,2915137,65+,M,Group B
21457,Apr,20,NSW,Melon,2469,3589830,65+,M,Group C
21458,Apr,20,NSW,Melon,1463,3480355,65+,M,Group D
21459,Apr,20,NSW,Melon,732,4944707,65+,M,Group E
21460,Apr,20,NSW,Blueberry,2367,348981,18-24,F,Group A
21461,Apr,20,NSW,Blueberry,646,570348,18-24,F,Group B
21462,Apr,20,NSW,Blueberry,400,702778,18-24,F,Group C
21463,Apr,20,NSW,Blueberry,308,1135059,18-24,F,Group D
21464,Apr,20,NSW,Blueberry,185,457742,18-24,F,Group E
21465,Apr,20,NSW,Blueberry,2363,421542,18-24,M,Group A
21466,Apr,20,NSW,Blueberry,748,533304,18-24,M,Group B
21467,Apr,20,NSW,Blueberry,585,999887,18-24,M,Group C
21468,Apr,20,NSW,Blueberry,469,1135942,18-24,M,Group D
21469,Apr,20,NSW,Blueberry,282,2406925,18-24,M,Group E
21470,Apr,20,NSW,Blueberry,5717,854369,25-34,F,Group A
21471,Apr,20,NSW,Blueberry,1106,965435,25-34,F,Group B
21472,Apr,20,NSW,Blueberry,800,1097660,25-34,F,Group C
21473,Apr,20,NSW,Blueberry,308,987157,25-34,F,Group D
21474,Apr,20,NSW,Blueberry,154,271009,25-34,F,Group E
21475,Apr,20,NSW,Blueberry,8913,1906574,25-34,M,Group A
21476,Apr,20,NSW,Blueberry,3440,2861770,25-34,M,Group B
21477,Apr,20,NSW,Blueberry,2668,3809909,25-34,M,Group C
21478,Apr,20,NSW,Blueberry,1686,4849180,25-34,M,Group D
21479,Apr,20,NSW,Blueberry,1357,13412575,25-34,M,Group E
21480,Apr,20,NSW,Blueberry,3357,682958,35-44,F,Group A
21481,Apr,20,NSW,Blueberry,433,358084,35-44,F,Group B
21482,Apr,20,NSW,Blueberry,433,702632,35-44,F,Group C
21483,Apr,20,NSW,Blueberry,109,583151,35-44,F,Group D
21484,Apr,20,NSW,Blueberry,3210,563579,35-44,M,Group A
21485,Apr,20,NSW,Blueberry,1286,1048668,35-44,M,Group B
21486,Apr,20,NSW,Blueberry,786,1144401,35-44,M,Group C
21487,Apr,20,NSW,Blueberry,357,1309585,35-44,M,Group D
21488,Apr,20,NSW,Blueberry,500,3715765,35-44,M,Group E
21489,Apr,20,NSW,Blueberry,2057,354474,45-54,F,Group A
21490,Apr,20,NSW,Blueberry,758,591271,45-54,F,Group B
21491,Apr,20,NSW,Blueberry,433,855503,45-54,F,Group C
21492,Apr,20,NSW,Blueberry,324,1145544,45-54,F,Group D
21493,Apr,20,NSW,Blueberry,4209,910953,45-54,M,Group A
21494,Apr,20,NSW,Blueberry,1286,734829,45-54,M,Group B
21495,Apr,20,NSW,Blueberry,1141,1766608,45-54,M,Group C
21496,Apr,20,NSW,Blueberry,571,2401421,45-54,M,Group D
21497,Apr,20,NSW,Blueberry,357,2871884,45-54,M,Group E
21498,Apr,20,NSW,Blueberry,253,47401,55-64,F,Group A
21499,Apr,20,NSW,Blueberry,168,156129,55-64,F,Group B
21500,Apr,20,NSW,Blueberry,2562,553631,55-64,M,Group A
21501,Apr,20,NSW,Blueberry,824,471296,55-64,M,Group B
21502,Apr,20,NSW,Blueberry,182,187848,55-64,M,Group C
21503,Apr,20,NSW,Blueberry,549,874130,55-64,M,Group D
21504,Apr,20,NSW,Blueberry,92,736446,55-64,M,Group E
21505,Apr,20,NSW,Blueberry,11731,2125049,65+,F,Group A
21506,Apr,20,NSW,Blueberry,3629,3222598,65+,F,Group B
21507,Apr,20,NSW,Blueberry,1435,2432948,65+,F,Group C
21508,Apr,20,NSW,Blueberry,760,2170623,65+,F,Group D
21509,Apr,20,NSW,Blueberry,339,1646393,65+,F,Group E
21510,Apr,20,NSW,Blueberry,12166,2199122,65+,M,Group A
21511,Apr,20,NSW,Blueberry,3475,3003419,65+,M,Group B
21512,Apr,20,NSW,Blueberry,3019,5041072,65+,M,Group C
21513,Apr,20,NSW,Blueberry,1648,5916572,65+,M,Group D
21514,Apr,20,NSW,Blueberry,1098,7652633,65+,M,Group E
21515,Apr,20,NSW,Grapefruit,185,49437,18-24,F,Group A
21516,Apr,20,NSW,Grapefruit,31,8710,18-24,F,Group B
21517,Apr,20,NSW,Grapefruit,31,18289,18-24,F,Group C
21518,Apr,20,NSW,Grapefruit,31,311737,18-24,F,Group E
21519,Apr,20,NSW,Grapefruit,282,44650,18-24,M,Group A
21520,Apr,20,NSW,Grapefruit,116,88675,18-24,M,Group B
21521,Apr,20,NSW,Grapefruit,24,25308,18-24,M,Group C
21522,Apr,20,NSW,Grapefruit,47,5732,18-24,M,Group D
21523,Apr,20,NSW,Grapefruit,92,10194,25-34,F,Group A
21524,Apr,20,NSW,Grapefruit,31,31762,25-34,F,Group B
21525,Apr,20,NSW,Grapefruit,163,22462,25-34,M,Group A
21526,Apr,20,NSW,Grapefruit,24,3899,25-34,M,Group B
21527,Apr,20,NSW,Grapefruit,47,44844,25-34,M,Group C
21528,Apr,20,NSW,Grapefruit,95,72375,25-34,M,Group D
21529,Apr,20,NSW,Grapefruit,140,212564,25-34,M,Group E
21530,Apr,20,NSW,Grapefruit,215,40789,35-44,F,Group A
21531,Apr,20,NSW,Grapefruit,109,382450,35-44,F,Group D
21532,Apr,20,NSW,Grapefruit,142,17839,35-44,M,Group A
21533,Apr,20,NSW,Grapefruit,71,236658,35-44,M,Group C
21534,Apr,20,NSW,Grapefruit,71,46736,35-44,M,Group D
21535,Apr,20,NSW,Grapefruit,215,32489,45-54,F,Group A
21536,Apr,20,NSW,Grapefruit,109,97463,45-54,F,Group B
21537,Apr,20,NSW,Grapefruit,71,22001,45-54,M,Group B
21538,Apr,20,NSW,Grapefruit,71,212398,45-54,M,Group D
21539,Apr,20,NSW,Grapefruit,71,150558,45-54,M,Group E
21540,Apr,20,NSW,Grapefruit,1267,124762,65+,F,Group A
21541,Apr,20,NSW,Grapefruit,507,420003,65+,F,Group B
21542,Apr,20,NSW,Grapefruit,85,103103,65+,F,Group C
21543,Apr,20,NSW,Grapefruit,85,24614,65+,F,Group D
21544,Apr,20,NSW,Grapefruit,732,126706,65+,M,Group A
21545,Apr,20,NSW,Grapefruit,182,203400,65+,M,Group B
21546,Apr,20,NSW,Grapefruit,92,230083,65+,M,Group C
21547,Apr,20,NSW,Grapefruit,92,45590,65+,M,Group D
21548,May,20,SA,Apple,116,21946,18-24,F,Group A
21549,May,20,SA,Apple,28,74544,18-24,F,Group C
21550,May,20,SA,Apple,57,322925,18-24,F,Group E
21551,May,20,SA,Apple,215,10530,18-24,M,Group A
21552,May,20,SA,Apple,95,58166,18-24,M,Group B
21553,May,20,SA,Apple,47,15670,18-24,M,Group C
21554,May,20,SA,Apple,47,127116,18-24,M,Group D
21555,May,20,SA,Apple,116,16991,25-34,F,Group A
21556,May,20,SA,Apple,57,36705,25-34,F,Group C
21557,May,20,SA,Apple,85,93010,25-34,F,Group D
21558,May,20,SA,Apple,286,50176,25-34,M,Group A
21559,May,20,SA,Apple,166,114109,25-34,M,Group B
21560,May,20,SA,Apple,166,237368,25-34,M,Group C
21561,May,20,SA,Apple,142,200983,25-34,M,Group D
21562,May,20,SA,Apple,118,270370,25-34,M,Group E
21563,May,20,SA,Apple,85,5225,35-44,F,Group A
21564,May,20,SA,Apple,85,69542,35-44,F,Group C
21565,May,20,SA,Apple,540,59769,35-44,M,Group A
21566,May,20,SA,Apple,64,45140,35-44,M,Group B
21567,May,20,SA,Apple,95,128145,35-44,M,Group C
21568,May,20,SA,Apple,95,152095,35-44,M,Group D
21569,May,20,SA,Apple,95,77030,35-44,M,Group E
21570,May,20,SA,Apple,85,5336,45-54,F,Group A
21571,May,20,SA,Apple,128,83753,45-54,F,Group B
21572,May,20,SA,Apple,43,42522,45-54,F,Group C
21573,May,20,SA,Apple,85,161441,45-54,F,Group D
21574,May,20,SA,Apple,31,12538,45-54,M,Group A
21575,May,20,SA,Apple,64,32600,45-54,M,Group B
21576,May,20,SA,Apple,31,4179,45-54,M,Group C
21577,May,20,SA,Apple,64,85806,45-54,M,Group D
21578,May,20,SA,Apple,69,24494,55-64,F,Group A
21579,May,20,SA,Apple,69,380428,55-64,F,Group E
21580,May,20,SA,Apple,170,37115,55-64,M,Group A
21581,May,20,SA,Apple,57,7439,55-64,M,Group B
21582,May,20,SA,Apple,57,77797,55-64,M,Group C
21583,May,20,SA,Apple,57,7439,55-64,M,Group D
21584,May,20,SA,Apple,57,220971,55-64,M,Group E
21585,May,20,SA,Apple,137,2692,65+,F,Group A
21586,May,20,SA,Apple,137,23329,65+,F,Group B
21587,May,20,SA,Apple,272,362663,65+,F,Group C
21588,May,20,SA,Apple,114,16215,65+,M,Group A
21589,May,20,SA,Apple,227,278910,65+,M,Group E
21590,May,20,SA,Orange,173,26904,18-24,F,Group A
21591,May,20,SA,Orange,116,48436,18-24,F,Group B
21592,May,20,SA,Orange,28,13244,18-24,F,Group C
21593,May,20,SA,Orange,28,89341,18-24,F,Group D
21594,May,20,SA,Orange,547,74745,18-24,M,Group A
21595,May,20,SA,Orange,118,36667,18-24,M,Group B
21596,May,20,SA,Orange,166,229941,18-24,M,Group C
21597,May,20,SA,Orange,71,167793,18-24,M,Group D
21598,May,20,SA,Orange,95,443429,18-24,M,Group E
21599,May,20,SA,Orange,201,14191,25-34,F,Group A
21600,May,20,SA,Orange,57,74279,25-34,F,Group C
21601,May,20,SA,Orange,28,36326,25-34,F,Group E
21602,May,20,SA,Orange,547,72584,25-34,M,Group A
21603,May,20,SA,Orange,334,88379,25-34,M,Group B
21604,May,20,SA,Orange,189,228436,25-34,M,Group C
21605,May,20,SA,Orange,215,307726,25-34,M,Group D
21606,May,20,SA,Orange,239,2385341,25-34,M,Group E
21607,May,20,SA,Orange,128,28424,35-44,F,Group A
21608,May,20,SA,Orange,43,47354,35-44,F,Group B
21609,May,20,SA,Orange,1080,80541,35-44,M,Group A
21610,May,20,SA,Orange,286,94667,35-44,M,Group B
21611,May,20,SA,Orange,159,97217,35-44,M,Group C
21612,May,20,SA,Orange,31,83592,35-44,M,Group D
21613,May,20,SA,Orange,128,462889,35-44,M,Group E
21614,May,20,SA,Orange,469,33985,45-54,F,Group A
21615,May,20,SA,Orange,85,9550,45-54,F,Group B
21616,May,20,SA,Orange,43,5336,45-54,F,Group C
21617,May,20,SA,Orange,85,38871,45-54,F,Group D
21618,May,20,SA,Orange,223,42046,45-54,M,Group A
21619,May,20,SA,Orange,223,36738,45-54,M,Group B
21620,May,20,SA,Orange,31,69340,45-54,M,Group C
21621,May,20,SA,Orange,31,68921,45-54,M,Group D
21622,May,20,SA,Orange,64,502596,45-54,M,Group E
21623,May,20,SA,Orange,69,367867,55-64,F,Group E
21624,May,20,SA,Orange,452,89845,55-64,M,Group A
21625,May,20,SA,Orange,170,74227,55-64,M,Group B
21626,May,20,SA,Orange,170,53699,55-64,M,Group C
21627,May,20,SA,Orange,114,278910,55-64,M,Group E
21628,May,20,SA,Orange,545,35441,65+,F,Group A
21629,May,20,SA,Orange,204,24943,65+,F,Group B
21630,May,20,SA,Orange,204,153428,65+,F,Group C
21631,May,20,SA,Orange,69,187614,65+,F,Group D
21632,May,20,SA,Orange,509,97357,65+,M,Group A
21633,May,20,SA,Orange,339,89771,65+,M,Group B
21634,May,20,SA,Orange,57,8999,65+,M,Group C
21635,May,20,SA,Orange,170,428552,65+,M,Group D
21636,May,20,SA,Orange,282,148082,65+,M,Group E
21637,May,20,SA,Pear,201,32732,18-24,F,Group A
21638,May,20,SA,Pear,85,59409,18-24,F,Group B
21639,May,20,SA,Pear,28,35834,18-24,F,Group D
21640,May,20,SA,Pear,85,367272,18-24,F,Group E
21641,May,20,SA,Pear,452,57666,18-24,M,Group A
21642,May,20,SA,Pear,166,116114,18-24,M,Group B
21643,May,20,SA,Pear,71,13821,18-24,M,Group C
21644,May,20,SA,Pear,24,97248,18-24,M,Group D
21645,May,20,SA,Pear,71,174500,18-24,M,Group E
21646,May,20,SA,Pear,85,8438,25-34,F,Group A
21647,May,20,SA,Pear,28,23007,25-34,F,Group C
21648,May,20,SA,Pear,28,64139,25-34,F,Group D
21649,May,20,SA,Pear,500,51710,25-34,M,Group A
21650,May,20,SA,Pear,215,168546,25-34,M,Group B
21651,May,20,SA,Pear,142,168295,25-34,M,Group C
21652,May,20,SA,Pear,286,532308,25-34,M,Group D
21653,May,20,SA,Pear,118,209695,25-34,M,Group E
21654,May,20,SA,Pear,298,35107,35-44,F,Group A
21655,May,20,SA,Pear,43,22469,35-44,F,Group E
21656,May,20,SA,Pear,732,99935,35-44,M,Group A
21657,May,20,SA,Pear,350,119201,35-44,M,Group B
21658,May,20,SA,Pear,95,30093,35-44,M,Group C
21659,May,20,SA,Pear,223,477392,35-44,M,Group D
21660,May,20,SA,Pear,223,1065920,35-44,M,Group E
21661,May,20,SA,Pear,341,45443,45-54,F,Group A
21662,May,20,SA,Pear,128,69373,45-54,F,Group B
21663,May,20,SA,Pear,128,251092,45-54,F,Group D
21664,May,20,SA,Pear,85,1145196,45-54,F,Group E
21665,May,20,SA,Pear,286,29300,45-54,M,Group A
21666,May,20,SA,Pear,95,36738,45-54,M,Group B
21667,May,20,SA,Pear,31,2090,45-54,M,Group D
21668,May,20,SA,Pear,31,1671,45-54,M,Group E
21669,May,20,SA,Pear,137,30417,55-64,F,Group A
21670,May,20,SA,Pear,566,43509,55-64,M,Group A
21671,May,20,SA,Pear,227,94457,55-64,M,Group B
21672,May,20,SA,Pear,170,125323,55-64,M,Group C
21673,May,20,SA,Pear,57,7439,55-64,M,Group D
21674,May,20,SA,Pear,114,641788,55-64,M,Group E
21675,May,20,SA,Pear,204,30237,65+,F,Group A
21676,May,20,SA,Pear,137,76085,65+,F,Group B
21677,May,20,SA,Pear,137,31404,65+,F,Group C
21678,May,20,SA,Pear,69,4037,65+,F,Group D
21679,May,20,SA,Pear,69,1877918,65+,F,Group E
21680,May,20,SA,Pear,734,143546,65+,M,Group A
21681,May,20,SA,Pear,395,265967,65+,M,Group B
21682,May,20,SA,Pear,227,276379,65+,M,Group E
21683,May,20,SA,Banana,85,6054,18-24,F,Group A
21684,May,20,SA,Banana,85,24255,18-24,F,Group B
21685,May,20,SA,Banana,57,70647,18-24,F,Group C
21686,May,20,SA,Banana,57,1146659,18-24,F,Group E
21687,May,20,SA,Banana,263,25261,18-24,M,Group A
21688,May,20,SA,Banana,47,6080,18-24,M,Group B
21689,May,20,SA,Banana,95,24854,18-24,M,Group C
21690,May,20,SA,Banana,47,16454,18-24,M,Group D
21691,May,20,SA,Banana,24,32908,18-24,M,Group E
21692,May,20,SA,Banana,116,7569,25-34,F,Group A
21693,May,20,SA,Banana,28,18921,25-34,F,Group B
21694,May,20,SA,Banana,57,8513,25-34,F,Group C
21695,May,20,SA,Banana,28,185263,25-34,F,Group E
21696,May,20,SA,Banana,239,31622,25-34,M,Group A
21697,May,20,SA,Banana,95,10938,25-34,M,Group B
21698,May,20,SA,Banana,71,88566,25-34,M,Group C
21699,May,20,SA,Banana,189,275195,25-34,M,Group D
21700,May,20,SA,Banana,142,1788348,25-34,M,Group E
21701,May,20,SA,Banana,43,282,35-44,F,Group A
21702,May,20,SA,Banana,43,30559,35-44,F,Group C
21703,May,20,SA,Banana,43,81450,35-44,F,Group E
21704,May,20,SA,Banana,159,12287,35-44,M,Group A
21705,May,20,SA,Banana,192,33395,35-44,M,Group B
21706,May,20,SA,Banana,95,49695,35-44,M,Group C
21707,May,20,SA,Banana,64,144696,35-44,M,Group D
21708,May,20,SA,Banana,95,453486,35-44,M,Group E
21709,May,20,SA,Banana,85,2808,45-54,F,Group A
21710,May,20,SA,Banana,43,74317,45-54,F,Group C
21711,May,20,SA,Banana,43,356979,45-54,F,Group E
21712,May,20,SA,Banana,31,836,45-54,M,Group A
21713,May,20,SA,Banana,128,57136,45-54,M,Group B
21714,May,20,SA,Banana,95,250107,45-54,M,Group D
21715,May,20,SA,Banana,64,308453,45-54,M,Group E
21716,May,20,SA,Banana,114,16958,55-64,M,Group A
21717,May,20,SA,Banana,114,71476,55-64,M,Group B
21718,May,20,SA,Banana,170,81812,55-64,M,Group C
21719,May,20,SA,Banana,57,14131,55-64,M,Group D
21720,May,20,SA,Banana,114,283370,55-64,M,Group E
21721,May,20,SA,Banana,69,1795,65+,F,Group A
21722,May,20,SA,Banana,69,3139,65+,F,Group B
21723,May,20,SA,Banana,69,30507,65+,F,Group C
21724,May,20,SA,Banana,170,28933,65+,M,Group A
21725,May,20,SA,Banana,227,80773,65+,M,Group B
21726,May,20,SA,Banana,57,102563,65+,M,Group C
21727,May,20,SA,Banana,57,296386,65+,M,Group D
21728,May,20,SA,Banana,227,2128556,65+,M,Group E
21729,May,20,SA,Strawberry,85,797133,18-24,F,Group E
21730,May,20,SA,Strawberry,118,13350,18-24,M,Group A
21731,May,20,SA,Strawberry,71,37482,18-24,M,Group B
21732,May,20,SA,Strawberry,118,138053,18-24,M,Group C
21733,May,20,SA,Strawberry,24,6269,18-24,M,Group D
21734,May,20,SA,Strawberry,47,247396,18-24,M,Group E
21735,May,20,SA,Strawberry,28,947,25-34,F,Group A
21736,May,20,SA,Strawberry,28,5675,25-34,F,Group B
21737,May,20,SA,Strawberry,28,758,25-34,F,Group C
21738,May,20,SA,Strawberry,28,41662,25-34,F,Group D
21739,May,20,SA,Strawberry,166,14666,25-34,M,Group A
21740,May,20,SA,Strawberry,166,71173,25-34,M,Group B
21741,May,20,SA,Strawberry,118,44189,25-34,M,Group C
21742,May,20,SA,Strawberry,95,121349,25-34,M,Group D
21743,May,20,SA,Strawberry,166,1626132,25-34,M,Group E
21744,May,20,SA,Strawberry,43,282,35-44,F,Group A
21745,May,20,SA,Strawberry,43,25559,35-44,F,Group C
21746,May,20,SA,Strawberry,43,174136,35-44,F,Group E
21747,May,20,SA,Strawberry,223,11577,35-44,M,Group A
21748,May,20,SA,Strawberry,128,42340,35-44,M,Group B
21749,May,20,SA,Strawberry,64,54669,35-44,M,Group C
21750,May,20,SA,Strawberry,64,38871,35-44,M,Group D
21751,May,20,SA,Strawberry,223,424186,35-44,M,Group E
21752,May,20,SA,Strawberry,85,95494,45-54,F,Group B
21753,May,20,SA,Strawberry,64,8651,45-54,M,Group B
21754,May,20,SA,Strawberry,95,219470,45-54,M,Group D
21755,May,20,SA,Strawberry,64,78701,45-54,M,Group E
